Experiment,Condition,Labeling Protocol,Labeling Target,RMS,Normalized RMS,D,Normalized D
Optimization After Formamide,PFA,No Protocol,No Label,0.1479533,1.007014497,2.571747401,1.005568544
Optimization After Formamide,PFA,No Protocol,No Label,0.13794221,0.938876018,2.517044184,0.98417926
Optimization After Formamide,PFA,No Protocol,No Label,0.13062754,0.889090182,2.472868103,0.96690615
Optimization After Formamide,PFA,No Protocol,No Label,0.13744332,0.935480423,2.514155485,0.983049762
Optimization After Formamide,PFA,No Protocol,No Label,0.12804617,0.871520604,2.456307622,0.960430903
Optimization After Formamide,PFA,No Protocol,No Label,0.13507257,0.919344388,2.50019063,0.97758942
Optimization After Formamide,PFA,No Protocol,No Label,0.1361788,0.926873721,2.506756692,0.980156789
Optimization After Formamide,PFA,No Protocol,No Label,0.16819087,1.144757463,2.666345271,1.042556874
Optimization After Formamide,PFA,No Protocol,No Label,0.15215383,1.035604563,2.593030374,1.013890313
Optimization After Formamide,PFA,No Protocol,No Label,0.12790221,0.87054077,2.455368826,0.960063828
Optimization After Formamide,PFA,No Protocol,No Label,0.12816434,0.872324905,2.457077019,0.960731742
Optimization After Formamide,PFA,No Protocol,No Label,0.12747794,0.867653061,2.452592579,0.958978299
Optimization After Formamide,PFA,No Protocol,No Label,0.13263346,0.902743075,2.485386295,0.971800837
Optimization After Formamide,PFA,No Protocol,No Label,0.12733829,0.866702561,2.451675658,0.958619777
Optimization After Formamide,PFA,No Protocol,No Label,0.13739617,0.935159506,2.513881599,0.98294267
Optimization After Formamide,PFA,No Protocol,No Label,0.14354962,0.977041731,2.548413273,0.996444761
Optimization After Formamide,PFA,No Protocol,No Label,0.14435129,0.982498137,2.552742493,0.998137511
Optimization After Formamide,PFA,No Protocol,No Label,0.13453493,0.915685049,2.496966855,0.976328905
Optimization After Formamide,PFA,No Protocol,No Label,0.12807809,0.871737862,2.456515559,0.960512207
Optimization After Formamide,PFA,No Protocol,No Label,0.12616202,0.858696515,2.443890864,0.955575876
Optimization After Formamide,PFA,No Protocol,No Label,0.14622301,0.995237624,2.562707794,1.002034003
Optimization After Formamide,PFA,No Protocol,No Label,0.16015503,1.090063128,2.631129031,1.028787114
Optimization After Formamide,PFA,No Protocol,No Label,0.1263209,0.8597779,2.444948829,0.955989547
Optimization After Formamide,PFA,No Protocol,No Label,0.12616326,0.858704955,2.443899129,0.955579108
Optimization After Formamide,PFA,No Protocol,No Label,0.1473412,1.002848361,2.568568228,1.004325468
Optimization After Formamide,PFA,No Protocol,No Label,0.12901913,0.878142862,2.462610025,0.96289518
Optimization After Formamide,PFA,No Protocol,No Label,0.1419886,0.966416961,2.539875303,0.993106364
Optimization After Formamide,PFA,No Protocol,No Label,0.12676819,0.86282229,2.447916414,0.95714989
Optimization After Formamide,PFA,No Protocol,No Label,0.11017884,0.749910202,2.325989392,0.909475699
Optimization After Formamide,PFA,No Protocol,No Label,0.1511642,1.028868844,2.588098605,1.011961962
Optimization After Formamide,PFA,No Protocol,No Label,0.14092246,0.959160493,2.533959875,0.990793396
Optimization After Formamide,PFA,No Protocol,No Label,0.10595461,0.721158827,2.290599514,0.895638046
Optimization After Formamide,PFA,No Protocol,No Label,0.14279965,0.97193721,2.544329349,0.994847922
Optimization After Formamide,PFA,No Protocol,No Label,0.15494819,1.054623814,2.606689845,1.019231247
Optimization After Formamide,PFA,No Protocol,No Label,0.13359562,0.909291824,2.491281732,0.974105988
Optimization After Formamide,PFA,No Protocol,No Label,0.1666278,1.13411874,2.659731171,1.039970722
Optimization After Formamide,PFA,No Protocol,No Label,0.143583,0.977268925,2.548594276,0.996515534
Optimization After Formamide,PFA,No Protocol,No Label,0.1320708,0.898913442,2.481905393,0.970439784
Optimization After Formamide,PFA,No Protocol,No Label,0.15235496,1.036973514,2.594026603,1.014279844
Optimization After Formamide,PFA,No Protocol,No Label,0.15710153,1.069280092,2.616953934,1.023244567
Optimization After Formamide,PFA,No Protocol,No Label,0.13995238,0.952557838,2.528516315,0.988664932
Optimization After Formamide,PFA,No Protocol,No Label,0.08694262,0.591757526,2.106947447,0.823828995
Optimization After Formamide,PFA,No Protocol,No Label,0.14100096,0.959694787,2.534397807,0.99096463
Optimization After Formamide,PFA,No Protocol,No Label,0.14451948,0.983642889,2.553646066,0.998490814
Optimization After Formamide,PFA,No Protocol,No Label,0.13174473,0.896694112,2.479877339,0.969646802
Optimization After Formamide,PFA,No Protocol,No Label,0.1423553,0.968912831,2.541893981,0.993895679
Optimization After Formamide,PFA,No Protocol,No Label,0.13922212,0.947587469,2.524379142,0.987047273
Optimization After Formamide,PFA,No Protocol,No Label,0.14940764,1.016913171,2.579220604,1.00849061
Optimization After Formamide,PFA,No Protocol,No Label,0.19057989,1.297143842,2.751276223,1.075765382
Optimization After Formamide,PFA,No Protocol,No Label,0.111965396,0.762070038,2.340402765,0.915111414
Optimization After Formamide,PFA,No Protocol,No Label,0.13998003,0.952746032,2.528672292,0.988725919
Optimization After Formamide,PFA,No Protocol,No Label,0.17497411,1.190926227,2.693907805,1.053333989
Optimization After Formamide,PFA,No Protocol,No Label,0.121580645,0.827514304,2.41249008,0.943297983
Optimization After Formamide,PFA,No Protocol,No Label,0.18521339,1.260617835,2.732437691,1.068399404
Optimization After Formamide,PFA,No Protocol,No Label,0.13124269,0.893277077,2.476739203,0.968419773
Optimization After Formamide,PFA,No Protocol,No Label,0.14069913,0.957640442,2.532711885,0.990305425
Optimization After Formamide,PFA,No Protocol,No Label,0.11500604,0.782765572,2.364186039,0.924410816
Optimization After Formamide,PFA,No Protocol,No Label,0.13676229,0.930845129,2.510184615,0.981497128
Optimization After Formamide,PFA,No Protocol,No Label,0.1429115,0.972698495,2.544940523,0.995086895
Optimization After Formamide,PFA,No Protocol,No Label,0.1212886,0.825526558,2.410428184,0.942491769
Optimization After Formamide,PFA,No Protocol,No Label,0.1396957,0.950810797,2.52706603,0.988097862
Optimization After Formamide,PFA,No Protocol,No Label,0.10267456,0.698833824,2.261804695,0.884379101
Optimization After Formamide,PFA,No Protocol,No Label,0.14720488,1.001920526,2.567857435,1.004047544
Optimization After Formamide,PFA,No Protocol,No Label,0.116688825,0.794219111,2.376939811,0.929397616
Optimization After Formamide,PFA,No Protocol,No Label,0.14511001,0.987662213,2.556805825,0.999726299
Optimization After Formamide,PFA,No Protocol,No Label,0.15499714,1.054956983,2.606925675,1.019323458
Optimization After Formamide,PFA,No Protocol,No Label,0.13875762,0.944425943,2.521729651,0.986011306
Optimization After Formamide,PFA,No Protocol,No Label,0.13894875,0.945726831,2.522821555,0.986438247
Optimization After Formamide,PFA,No Protocol,No Label,0.13953039,0.949685647,2.526129772,0.987731779
Optimization After Formamide,PFA,No Protocol,No Label,0.14486066,0.985965062,2.555474039,0.999205562
Optimization After Formamide,PFA,No Protocol,No Label,0.120724246,0.821685396,2.406422606,0.940925565
Optimization After Formamide,PFA,No Protocol,No Label,0.13574843,0.923944494,2.504212786,0.979162107
Optimization After Formamide,PFA,No Protocol,No Label,0.11509041,0.783339819,2.364832262,0.924663493
Optimization After Formamide,PFA,No Protocol,No Label,0.15230815,1.036654911,2.593794929,1.014189258
Optimization After Formamide,PFA,No Protocol,No Label,0.12821756,0.872687136,2.457423174,0.96086709
Optimization After Formamide,PFA,No Protocol,No Label,0.17071909,1.161965286,2.676826416,1.046655064
Optimization After Formamide,PFA,No Protocol,No Label,0.1341459,0.913037195,2.494620529,0.975411478
Optimization After Formamide,PFA,No Protocol,No Label,0.12442096,0.846846339,2.432163176,0.950990281
Optimization After Formamide,PFA,No Protocol,No Label,0.1458634,0.992790011,2.560808434,1.001291342
Optimization After Formamide,PFA,No Protocol,No Label,0.12547551,0.854023922,2.43929605,0.953779277
Optimization After Formamide,PFA,No Protocol,No Label,0.15393338,1.047716713,2.601774157,1.017309184
Optimization After Formamide,PFA,No Protocol,No Label,0.13993898,0.952466633,2.528440706,0.988635368
Optimization After Formamide,PFA,No Protocol,No Label,0.1078677,0.734179891,2.306858157,0.901995272
Optimization After Formamide,PFA,No Protocol,No Label,0.12878232,0.876531062,2.461082865,0.962298051
Optimization After Formamide,PFA,No Protocol,No Label,0.13666688,0.93019574,2.509625735,0.981278603
Optimization After Formamide,PFA,No Protocol,No Label,0.15361993,1.045583279,2.600245521,1.016711478
Optimization After Formamide,PFA,No Protocol,No Label,0.1361919,0.926962884,2.506833917,0.980186985
Optimization After Formamide,PFA,No Protocol,No Label,0.13476321,0.917238792,2.498338309,0.976865152
Optimization After Formamide,PFA,No Protocol,No Label,0.13039994,0.887541068,2.471428553,0.966343277
Optimization After Formamide,PFA,No Protocol,No Label,0.1464648,0.99688332,2.563980834,1.00253177
Optimization After Formamide,PFA,No Protocol,No Label,0.12951458,0.881515043,2.46579108,0.964138991
Optimization After Formamide,PFA,No Protocol,No Label,0.13078377,0.89015353,2.473853965,0.967291627
Optimization After Formamide,PFA,No Protocol,No Label,0.124797285,0.84940772,2.434719066,0.951989649
Optimization After Formamide,PFA,No Protocol,No Label,0.14353725,0.976957537,2.54834618,0.996418527
Optimization After Formamide,PFA,No Protocol,No Label,0.15332255,1.043559221,2.598790734,1.016142648
Optimization After Formamide,PFA,No Protocol,No Label,0.13604082,0.925934588,2.505942545,0.979838453
Optimization After Formamide,PFA,No Protocol,No Label,0.13795196,0.93894238,2.517100471,0.984201269
Optimization After Formamide,PFA,No Protocol,No Label,0.12280282,0.835832793,2.421039053,0.946640682
Optimization After Formamide,PFA,No Protocol,No Label,0.11280601,0.767791508,2.347072799,0.917719437
Optimization After Formamide,PFA,No Protocol,No Label,0.13266222,0.902938824,2.485563586,0.971870159
Optimization After Formamide,PFA,No Protocol,No Label,0.15180494,1.033229913,2.591297397,1.013212709
Optimization After Formamide,PFA,No Protocol,No Label,0.14065322,0.957327965,2.532454952,0.990204962
Optimization After Formamide,PFA,No Protocol,No Label,0.12704608,0.864713692,2.449752051,0.957867636
Optimization After Formamide,PFA,No Protocol,No Label,0.08920264,0.607139899,2.130855921,0.83317735
Optimization After Formamide,PFA,No Protocol,No Label,0.14187908,0.965671535,2.539270827,0.99287001
Optimization After Formamide,PFA,No Protocol,No Label,0.11873758,0.808163551,2.392096025,0.935323786
Optimization After Formamide,PFA,No Protocol,No Label,0.13233368,0.900702682,2.483534638,0.971076828
Optimization After Formamide,PFA,No Protocol,No Label,0.11072364,0.753618274,2.330419087,0.911207736
Optimization After Formamide,PFA,No Protocol,No Label,0.11071339,0.75354851,2.330336025,0.911175259
Optimization After Formamide,PFA,No Protocol,No Label,0.13731438,0.934602819,2.513406133,0.98275676
Optimization After Formamide,PFA,No Protocol,No Label,0.123323105,0.839374009,2.424639764,0.948048582
Optimization After Formamide,PFA,No Protocol,No Label,0.13933873,0.948381152,2.525042078,0.987306484
Optimization After Formamide,PFA,No Protocol,No Label,0.12702501,0.864570283,2.449613086,0.957813299
Optimization After Formamide,PFA,No Protocol,No Label,0.11377849,0.774410499,2.354700121,0.920701765
Optimization After Formamide,PFA,No Protocol,No Label,0.13493352,0.918397972,2.49935894,0.977264224
Optimization After Formamide,PFA,No Protocol,No Label,0.115666375,0.78726001,2.369224465,0.92638087
Optimization After Formamide,PFA,No Protocol,No Label,0.12921262,0.879459813,2.463854592,0.963381813
Optimization After Formamide,PFA,No Protocol,No Label,0.13630402,0.927726006,2.507494372,0.980445227
Optimization After Formamide,PFA,No Protocol,No Label,0.11001694,0.748808262,2.324667154,0.908958696
Optimization After Formamide,PFA,No Protocol,No Label,0.13490751,0.918220941,2.499203208,0.977203332
Optimization After Formamide,PFA,No Protocol,No Label,0.1210622,0.823985612,2.408824636,0.941864773
Optimization After Formamide,PFA,No Protocol,No Label,0.1424494,0.969553304,2.542410701,0.994097719
Optimization After Formamide,PFA,No Protocol,No Label,0.12822731,0.872753498,2.457486566,0.960891877
Optimization After Formamide,PFA,No Protocol,No Label,0.14179435,0.965094837,2.538802677,0.99268696
Optimization After Formamide,PFA,No Protocol,No Label,0.14926456,1.015939325,2.578490354,1.008205078
Optimization After Formamide,PFA,No Protocol,No Label,0.1025826,0.698207916,2.260980192,0.884056715
Optimization After Formamide,PFA,No Protocol,No Label,0.11676939,0.79476746,2.377543384,0.929633617
Optimization After Formamide,PFA,No Protocol,No Label,0.16120885,1.097235742,2.63591995,1.030660392
Optimization After Formamide,PFA,No Protocol,No Label,0.10828794,0.73704017,2.310378031,0.903371564
Optimization After Formamide,PFA,No Protocol,No Label,0.10713835,0.729215716,2.300705305,0.899589471
Optimization After Formamide,PFA,No Protocol,No Label,0.13060996,0.888970527,2.472757052,0.966862728
Optimization After Formamide,PFA,No Protocol,No Label,0.10968523,0.746550545,2.321949679,0.907896147
Optimization After Formamide,PFA,No Protocol,No Label,0.14393666,0.979676041,2.550508024,0.997263821
Optimization After Formamide,PFA,No Protocol,No Label,0.1265583,0.861393715,2.446525875,0.956606181
Optimization After Formamide,PFA,No Protocol,No Label,0.12849501,0.874575544,2.459224182,0.961571295
Optimization After Formamide,PFA,No Protocol,No Label,0.123830505,0.842827525,2.428129375,0.94941304
Optimization After Formamide,PFA,No Protocol,No Label,0.12417884,0.845198398,2.430512588,0.950344891
Optimization After Formamide,PFA,No Protocol,No Label,0.12352582,0.840753748,2.42603651,0.948594718
Optimization After Formamide,PFA,No Protocol,No Label,0.13088322,0.890830417,2.474480562,0.967536631
Optimization After Formamide,PFA,No Protocol,No Label,0.1723824,1.173286272,2.683584054,1.049297341
Optimization After Formamide,PFA,No Protocol,No Label,0.14141016,0.962479925,2.536674479,0.991854822
Optimization After Formamide,PFA,No Protocol,No Label,0.11701468,0.796436978,2.379377158,0.930350633
Optimization After Formamide,PFA,No Protocol,No Label,0.12434214,0.846309866,2.431626374,0.950780388
Optimization After Formamide,PFA,No Protocol,No Label,0.09932291,0.676021489,2.231122599,0.872382218
Optimization After Formamide,PFA,No Protocol,No Label,0.10888851,0.74112783,2.31537641,0.90532596
Optimization After Formamide,PFA,No Protocol,No Label,0.1201678,0.817898057,2.402445634,0.939370545
Optimization After Formamide,PFA,No Protocol,No Label,0.11710318,0.797039335,2.380037351,0.930608773
Optimization After Formamide,PFA,No Protocol,No Label,0.13974312,0.951133551,2.527334277,0.988202748
Optimization After Formamide,PFA,No Protocol,No Label,0.14537045,0.989434846,2.558193094,1.000268729
Optimization After Formamide,PFA,No Protocol,No Label,0.13307959,0.905779569,2.488129098,0.972873289
Optimization After Formamide,PFA,No Protocol,No Label,0.13648055,0.928927522,2.508532434,0.980851115
Optimization After Formamide,PFA,No Protocol,No Label,0.14580257,0.992375984,2.560486436,1.001165439
Optimization After Formamide,PFA,No Protocol,No Label,0.14272888,0.971455529,2.543942262,0.994696569
Optimization After Formamide,PFA,No Protocol,No Label,0.14863461,1.011651697,2.575262356,1.006942912
Optimization After Formamide,PFA,No Protocol,No Label,0.12583232,0.856452478,2.441688938,0.95471491
Optimization After Formamide,PFA,No Protocol,No Label,0.13533674,0.921142409,2.501766742,0.978205689
Optimization After Formamide,PFA,No Protocol,No Label,0.17642419,1.200795906,2.699578992,1.055551457
Optimization After Formamide,PFA,No Protocol,No Label,0.12874578,0.87628236,2.460846835,0.962205762
Optimization After Formamide,PFA,No Protocol,No Label,0.13845149,0.94234233,2.519975761,0.985325524
Optimization After Formamide,PFA,No Protocol,No Label,0.13083407,0.890495887,2.47417098,0.967415582
Optimization After Formamide,PFA,No Protocol,No Label,0.1542576,1.049923452,2.603350188,1.017925421
Optimization After Formamide,PFA,No Protocol,No Label,0.15274939,1.039658123,2.595974345,1.015041423
Optimization After Formamide,PFA,No Protocol,No Label,0.15080711,1.026438383,2.586306754,1.011261337
Optimization After Formamide,PFA,No Protocol,No Label,0.14960761,1.018274226,2.580239404,1.008888967
Optimization After Formamide,PFA,No Protocol,No Label,0.14513625,0.98784081,2.556945769,0.999781018
Optimization After Formamide,PFA,No Protocol,No Label,0.14003171,0.953097781,2.528963695,0.98883986
Optimization After Formamide,PFA,No Protocol,No Label,0.14189984,0.965812834,2.539385464,0.992914833
Optimization After Formamide,PFA,No Protocol,No Label,0.15478343,1.053502408,2.605895205,1.018920538
Optimization After Formamide,PFA,No Protocol,No Label,0.15980634,1.087689839,2.629532474,1.028162851
Optimization After Formamide,PFA,No Protocol,No Label,0.15236282,1.037027011,2.594065494,1.014295051
Optimization After Formamide,PFA,No Protocol,No Label,0.12768453,0.869059174,2.453946191,0.959507569
Optimization After Formamide,PFA,No Protocol,No Label,0.124253854,0.845708965,2.431024495,0.950545049
Optimization After Formamide,PFA,No Protocol,No Label,0.13961582,0.950267109,2.526613836,0.987921051
Optimization After Formamide,PFA,No Protocol,No Label,0.13442107,0.914910084,2.496281335,0.976060863
Optimization After Formamide,PFA,No Protocol,No Label,0.14406325,0.980537651,2.551191276,0.997530976
Optimization After Formamide,PFA,No Protocol,No Label,0.13202894,0.898628531,2.481645482,0.970338157
Optimization After Formamide,PFA,No Protocol,No Label,0.12740323,0.867144562,2.452102236,0.958786572
Optimization After Formamide,PFA,No Protocol,No Label,0.13790697,0.938636164,2.516840689,0.984099692
Optimization After Formamide,PFA,No Protocol,No Label,0.13545956,0.921978358,2.50249777,0.978491526
Optimization After Formamide,PFA,No Protocol,No Label,0.14229539,0.968505066,2.541564729,0.993766939
Optimization After Formamide,PFA,No Protocol,No Label,0.14923264,1.015722068,2.578327294,1.008141321
Optimization After Formamide,PFA,No Protocol,No Label,0.15407494,1.048680213,2.602462919,1.017578494
Optimization After Formamide,PFA,No Protocol,No Label,0.14377299,0.978562054,2.549623265,0.996917875
Optimization After Formamide,PFA,No Protocol,No Label,0.14732778,1.00275702,2.568498299,1.004298125
Optimization After Formamide,PFA,No Protocol,No Label,0.15141028,1.030543739,2.589329604,1.01244329
Optimization After Formamide,PFA,No Protocol,No Label,0.13816881,0.940418326,2.518350705,0.984690118
Optimization After Formamide,PFA,No Protocol,No Label,0.16613142,1.130740229,2.65760815,1.039140608
Optimization After Formamide,PFA,No Protocol,No Label,0.12237704,0.832934807,2.418075299,0.945481837
Optimization After Formamide,PFA,No Protocol,No Label,0.12895648,0.877716447,2.462206426,0.96273737
Optimization After Formamide,PFA,No Protocol,No Label,0.1334732,0.908458597,2.490535732,0.973814298
Optimization After Formamide,PFA,No Protocol,No Label,0.1498679,1.020045838,2.581562379,1.009406259
Optimization After Formamide,PFA,No Protocol,No Label,0.16410568,1.116952435,2.648824987,1.035706339
Optimization After Formamide,PFA,No Protocol,No Label,0.14206369,0.966928046,2.540289331,0.993268251
Optimization After Formamide,PFA,No Protocol,No Label,0.131369,0.894136781,2.477530524,0.968729184
Optimization After Formamide,PFA,No Protocol,No Label,0.11407743,0.776445174,2.357024768,0.921610716
Optimization After Formamide,PFA,No Protocol,No Label,0.12609817,0.858261933,2.443465121,0.955409409
Optimization After Formamide,PFA,No Protocol,No Label,0.11798594,0.803047664,2.386581617,0.93316762
Optimization After Formamide,PFA,No Protocol,No Label,0.13984582,0.951832558,2.527914743,0.988429713
Optimization After Formamide,PFA,No Protocol,No Label,0.114358224,0.778356342,2.359199692,0.922461124
Optimization After Formamide,PFA,No Protocol,No Label,0.15175009,1.032856587,2.591024388,1.01310596
Optimization After Formamide,PFA,No Protocol,No Label,0.13204752,0.898754992,2.481760862,0.970383271
Optimization After Formamide,PFA,No Protocol,No Label,0.14924195,1.015785435,2.578374858,1.008159919
Optimization After Formamide,PFA,No Protocol,No Label,0.12407468,0.844489453,2.42980101,0.95006666
Optimization After Formamide,PFA,No Protocol,No Label,0.1298583,0.883854504,2.46798683,0.964997543
Optimization After Formamide,PFA,No Protocol,No Label,0.12119652,0.824899834,2.40977654,0.942236973
Optimization After Formamide,PFA,No Protocol,No Label,0.12058873,0.820763033,2.40545659,0.940547847
Optimization After Formamide,PFA,No Protocol,No Label,0.14614071,0.994677466,2.562273742,1.001864286
Optimization After Formamide,PFA,No Protocol,No Label,0.13080274,0.890282646,2.473973546,0.967338384
Optimization After Formamide,PFA,No Protocol,No Label,0.13467881,0.91666434,2.497831711,0.976667069
Optimization After Formamide,PFA,No Protocol,No Label,0.13785498,0.938282305,2.516540317,0.983982245
Optimization After Formamide,PFA,No Protocol,No Label,0.12096041,0.823292798,2.408102214,0.941582301
Optimization After Formamide,PFA,No Protocol,No Label,0.1215797,0.827507872,2.41248342,0.943295379
Optimization After Formamide,PFA,No Protocol,No Label,0.13172789,0.896579494,2.479772383,0.969605764
Optimization After Formamide,PFA,No Protocol,No Label,0.13639648,0.928355317,2.508038346,0.980657924
Optimization After Formamide,PFA,No Protocol,No Label,0.13705556,0.932841213,2.511898514,0.982167272
Optimization After Formamide,PFA,No Protocol,No Label,0.15414445,1.049153319,2.602800758,1.017710591
Optimization After Formamide,PFA,No Protocol,No Label,0.1301004,0.885502309,2.46952797,0.965600137
Optimization After Formamide,PFA,No Protocol,No Label,0.15511063,1.05572943,2.607471992,1.019537071
Optimization After Formamide,PFA,No Protocol,No Label,0.11474135,0.780964012,2.362153928,0.923616248
Optimization After Formamide,PFA,No Protocol,No Label,0.17074092,1.162113867,2.676915798,1.046690013
Optimization After Formamide,PFA,No Protocol,No Label,0.1532876,1.043321341,2.598619468,1.016075682
Optimization After Formamide,PFA,No Protocol,No Label,0.13419433,0.913366824,2.494913252,0.975525934
Optimization After Formamide,PFA,No Protocol,No Label,0.095193885,0.647918108,2.19158665,0.856923427
Optimization After Formamide,PFA,No Protocol,No Label,0.16834551,1.145809989,2.666993909,1.042810495
Optimization After Formamide,PFA,No Protocol,No Label,0.10453791,0.711516342,2.278307411,0.890831761
Optimization After Formamide,PFA,No Protocol,No Label,0.109249555,0.74358521,2.318363297,0.90649385
Optimization After Formamide,PFA,No Protocol,No Label,0.12518393,0.852039341,2.437332934,0.953011687
Optimization After Formamide,PFA,No Protocol,No Label,0.12959349,0.882052128,2.466295976,0.964336408
Optimization After Formamide,PFA,No Protocol,No Label,0.14109679,0.960347035,2.534931901,0.991173464
Optimization After Formamide,PFA,No Protocol,No Label,0.10368488,0.705710364,2.270800456,0.887896497
Optimization After Formamide,PFA,No Protocol,No Label,0.15113342,1.028659346,2.587944412,1.011901671
Optimization After Formamide,PFA,No Protocol,No Label,0.13028951,0.886789449,2.470728671,0.966069619
Optimization After Formamide,PFA,No Protocol,No Label,0.13307838,0.905771334,2.488121681,0.972870389
Optimization After Formamide,PFA,No Protocol,No Label,0.114275515,0.7777934,2.358559921,0.92221097
Optimization After Formamide,PFA,No Protocol,No Label,0.11616176,0.790631749,2.372975516,0.927847553
Optimization After Formamide,PFA,No Protocol,No Label,0.1182943,0.805146455,2.388850268,0.934054676
Optimization After Formamide,PFA,No Protocol,No Label,0.112261586,0.764085996,2.342761069,0.916033525
Optimization After Formamide,PFA,No Protocol,No Label,0.1092847,0.743824417,2.318653328,0.906607255
Optimization After Formamide,PFA,No Protocol,No Label,0.13725486,0.934197708,2.513059839,0.982621358
Optimization After Formamide,PFA,No Protocol,No Label,0.091640465,0.623732467,2.156050333,0.843028515
Optimization After Formamide,PFA,No Protocol,No Label,0.16388334,1.115439123,2.647848873,1.035324672
Optimization After Formamide,PFA,No Protocol,No Label,0.11377841,0.774409954,2.354699498,0.920701521
Optimization After Formamide,PFA,No Protocol,No Label,0.14193173,0.966029887,2.539561509,0.992983668
Optimization After Formamide,PFA,No Protocol,No Label,0.13706653,0.932915878,2.511962507,0.982192294
Optimization After Formamide,PFA,No Protocol,No Label,0.122614205,0.834549023,2.419728053,0.946128074
Optimization After Formamide,PFA,No Protocol,No Label,0.1516675,1.032294455,2.590613017,1.012945112
Optimization After Formamide,PFA,No Protocol,No Label,0.14436282,0.982576614,2.552804488,0.998161752
Optimization After Formamide,PFA,No Protocol,No Label,0.14965184,1.018575269,2.580464462,1.008976966
Optimization After Formamide,PFA,No Protocol,No Label,0.15772565,1.073528039,2.61988711,1.024391457
Optimization After Formamide,PFA,No Protocol,No Label,0.113602206,0.773210657,2.35332481,0.92016401
Optimization After Formamide,PFA,No Protocol,No Label,0.14261058,0.970650343,2.543294541,0.994443306
Optimization After Formamide,PFA,No Protocol,No Label,0.13474485,0.917113828,2.498228151,0.976822079
Optimization After Formamide,PFA,No Protocol,No Label,0.10834068,0.737399134,2.310818473,0.90354378
Optimization After Formamide,PFA,No Protocol,No Label,0.092500694,0.629587443,2.16478245,0.846442825
Optimization After Formamide,PFA,No Protocol,No Label,0.119306825,0.812038003,2.396237554,0.936943149
Optimization After Formamide,PFA,No Protocol,No Label,0.13590097,0.924982727,2.505115971,0.979515258
Optimization After Formamide,PFA,No Protocol,No Label,0.11338037,0.771700775,2.351589364,0.91948544
Optimization After Formamide,PFA,No Protocol,No Label,0.16876635,1.148674352,2.668754038,1.043498716
Optimization After Formamide,PFA,No Protocol,No Label,0.124682955,0.848629555,2.433943803,0.951686516
Optimization After Formamide,PFA,No Protocol,No Label,0.14748184,1.003805599,2.569300488,1.004611786
Optimization After Formamide,PFA,No Protocol,No Label,0.11880098,0.808595071,2.392558762,0.935504719
Optimization After Formamide,PFA,No Protocol,No Label,0.14877021,1.012574631,2.575958976,1.007215294
Optimization After Formamide,PFA,No Protocol,No Label,0.12949952,0.88141254,2.465694666,0.964101293
Optimization After Formamide,PFA,No Protocol,No Label,0.13004649,0.885135382,2.469185182,0.965466106
Optimization After Formamide,PFA,No Protocol,No Label,0.11906559,0.810396086,2.394486078,0.936258311
Optimization After Formamide,70C,3D FISH,No Label,0.0739759,0.426791965,1.925224615,0.745700825
Optimization After Formamide,70C,3D FISH,No Label,0.069454044,0.40070385,1.883853755,0.729676573
Optimization After Formamide,70C,3D FISH,No Label,0.076216504,0.439718767,1.945450152,0.75353482
Optimization After Formamide,70C,3D FISH,No Label,0.07758117,0.447591986,1.95768662,0.758274393
Optimization After Formamide,70C,3D FISH,No Label,0.076619774,0.442045368,1.949072475,0.754937861
Optimization After Formamide,70C,3D FISH,No Label,0.076500185,0.441355419,1.947998842,0.754522008
Optimization After Formamide,70C,3D FISH,No Label,0.062362507,0.359790377,1.817140755,0.703836502
Optimization After Formamide,70C,3D FISH,No Label,0.074615546,0.430482299,1.931015981,0.747944005
Optimization After Formamide,70C,3D FISH,No Label,0.09518373,0.549147103,2.109793481,0.817190226
Optimization After Formamide,70C,3D FISH,No Label,0.082920015,0.478393587,2.004981351,0.776593149
Optimization After Formamide,70C,3D FISH,No Label,0.105874665,0.61082672,2.195589067,0.85042159
Optimization After Formamide,70C,3D FISH,No Label,0.058821928,0.33936358,1.782768225,0.690522927
Optimization After Formamide,70C,3D FISH,No Label,0.066777036,0.385259286,1.858964165,0.720036041
Optimization After Formamide,70C,3D FISH,No Label,0.06924915,0.399521747,1.88195997,0.728943049
Optimization After Formamide,70C,3D FISH,No Label,0.10354416,0.597381249,2.177404903,0.843378284
Optimization After Formamide,70C,3D FISH,No Label,0.08008312,0.462026581,1.979964709,0.766903407
Optimization After Formamide,70C,3D FISH,No Label,0.087551,0.505111305,2.045237114,0.792185489
Optimization After Formamide,70C,3D FISH,No Label,0.116895586,0.674410138,2.27724905,0.882051103
Optimization After Formamide,70C,3D FISH,No Label,0.114918366,0.663002887,2.26314294,0.876587357
Optimization After Formamide,70C,3D FISH,No Label,0.105507046,0.608705802,2.192741387,0.849318593
Optimization After Formamide,70C,3D FISH,No Label,0.07703201,0.444423697,1.952769806,0.756369955
Optimization After Formamide,70C,3D FISH,No Label,0.12735991,0.734782359,2.347906001,0.909418791
Optimization After Formamide,70C,3D FISH,No Label,0.078654185,0.453782573,1.967265757,0.761984698
Optimization After Formamide,70C,3D FISH,No Label,0.07199009,0.415335157,1.907152123,0.738700773
Optimization After Formamide,70C,3D FISH,No Label,0.08697843,0.501807955,2.040301052,0.790273595
Optimization After Formamide,70C,3D FISH,No Label,0.08331661,0.480681678,2.008457607,0.777939614
